Series ID,Year,Period,Value
LNU03000000,2023,M05,5700
LNU03000000,2023,M06,6351
LNU03000000,2023,M07,6372
LNU03000000,2023,M08,6623
LNU03000000,2023,M09,6049
LNU03000000,2023,M10,6098
LNU03000000,2023,M11,5827
LNU03000000,2023,M12,5907
LNU03000000,2024,M01,6778
LNU03000000,2024,M02,6970
